field_id,airtable_field_name,value,value_type,allowed_options_if_any,confidence,source_url,source_date,notes
milestoneOperatorSelectionMinMonths,milestoneOperatorSelectionMinMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
milestoneConstructionStartMinMonths,milestoneConstructionStartMinMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
milestoneSoftOpeningMinMonths,milestoneSoftOpeningMinMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
milestoneGrandOpeningMinMonths,milestoneGrandOpeningMinMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
dateFlexibility,dateFlexibility,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
brandStatus,brandStatus,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
pipRepositioningDetails,pipRepositioningDetails,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
ownerHotelExperience,ownerHotelExperience,"First-time hotel owner, Some prior hotel experience, Seasoned hotel investor, Established hotel operating company",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
ownerInvolvementLevel,ownerInvolvementLevel,"Silent investor, High-level oversight only, Hands-on in operations",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
ownerNonNegotiableTypes,ownerNonNegotiableTypes,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
ownerNonNegotiableOther,ownerNonNegotiableOther,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
ownerNonNegotiables,ownerNonNegotiables,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
feeExpectationVsMarket,feeExpectationVsMarket,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
capexSupport,capexSupport,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
exitHorizon,exitHorizon,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
capitalStatus,capitalStatus,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
knownRedFlags,knownRedFlags,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
esgExpectations,esgExpectations,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealProjectsAdditionalNotes,idealProjectsAdditionalNotes,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
minInitialTermQty,minInitialTermQty,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
minInitialTermLength,minInitialTermLength,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
minInitialTermDuration,minInitialTermDuration,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalOptionQty,renewalOptionQty,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalOptionLength,renewalOptionLength,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalOptionDuration,renewalOptionDuration,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalNoticeQty,renewalNoticeQty,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalNoticeDuration,renewalNoticeDuration,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalStructure,renewalStructure,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalNoticeResponsibility,renewalNoticeResponsibility,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
renewalConditions,renewalConditions,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
performanceTestRequirement,performanceTestRequirement,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
performanceMetricsUsed,performanceMetricsUsed,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
performanceMetricsOther,performanceMetricsOther,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
curePeriodQty,curePeriodQty,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
curePeriodDuration,curePeriodDuration,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
qaComplianceRequirement,qaComplianceRequirement,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
pipAtRenewal,pipAtRenewal,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
pipForConversions,pipForConversions,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
mgmtFeeMin,mgmtFeeMin,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
mgmtFeeMax,mgmtFeeMax,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
mgmtFeeBasis,mgmtFeeBasis,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
mgmtFeeNotes,mgmtFeeNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveFeeMin,incentiveFeeMin,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveFeeMax,incentiveFeeMax,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveFeeBasis,incentiveFeeBasis,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveFeeNotes,incentiveFeeNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveExcessMin,incentiveExcessMin,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveExcessMax,incentiveExcessMax,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveExcessBasis,incentiveExcessBasis,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
incentiveExcessNotes,incentiveExcessNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
baseFeeEscalation,baseFeeEscalation,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
baseFeeEscalationHow,baseFeeEscalationHow,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
feeMinimumFloor,feeMinimumFloor,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
feeMinimumFloorMin,feeMinimumFloorMin,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
feeMinimumFloorMax,feeMinimumFloorMax,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
feeMinimumFloorBasis,feeMinimumFloorBasis,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
preOpeningFees,preOpeningFees,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
preOpeningFeesNotes,preOpeningFeesNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
centralServiceAllocations,centralServiceAllocations,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
centralServiceAllocationsNotes,centralServiceAllocationsNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
ownerEarlyTerminationRights,ownerEarlyTerminationRights,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
ownerEarlyTerminationNotes,ownerEarlyTerminationNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
terminationFeeStructure,terminationFeeStructure,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
terminationFeeStructureNotes,terminationFeeStructureNotes,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
performanceTerminationRights,performanceTerminationRights,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
keyMoneyCoInvestment,keyMoneyCoInvestment,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
ownerFundedReserves,ownerFundedReserves,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
capReimbursableExpenses,capReimbursableExpenses,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
auditRightsRequired,auditRightsRequired,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Deal Terms; verdict=Review; was_empty
tr_signal_revpar,tr_signal_revpar,Wide Dispersion Across Portfolio,single_select,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Proof & Track Record; verdict=Change; had_value
tr_signal_occ,tr_signal_occ,Not Measured / N/A,single_select,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Proof & Track Record; verdict=Keep; had_value
tr_signal_adr,tr_signal_adr,Not Measured / N/A,single_select,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Proof & Track Record; verdict=Keep; had_value
tr_signal_repeat,tr_signal_repeat,High,single_select,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Proof & Track Record; verdict=Keep; had_value
contactName,contactName,Juan Corvinos,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Diligence; verdict=Change; had_value
contactEmail,contactEmail,juan.corvinos@hotelequities.com,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Diligence; verdict=Change; had_value
contactPhone,contactPhone,+1 (301) 412-7676,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Diligence; verdict=Change; had_value
preferredContactMethod,preferredContactMethod,Email,single_select,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Diligence; verdict=Keep; had_value
diligenceDocumentLinks,diligenceDocumentLinks,https://www.hotelequities.com/cala,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Diligence; verdict=Change; was_empty
