tab,fieldName,label,verdict,currentAnswer,suggestedCopyPaste
Leadership & Team,exec_6_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_headshot,exec_6_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_signal_tenure,Avg. Leadership Tenure * Average tenure of your leadership team—years or a short range.,Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_signal_crossbrand,Cross-Brand Experience * Depth of leadership experience operating across different hotel brands (not one brand only). Strongest options are listed first.,Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_signal_succession,Succession Coverage * Short phrase for which functions or regions have named succession (e.g. All Core Functions).,Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_signal_density,"Regional Leadership Density * Depth of your regional leadership bench—named leaders, backups, and presence in the markets you cover (not company-wide headcount). Strongest options are listed first.",Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Best Fit & Preferences,bf_operating_situations,Operating Situations * One situation per line (max 800). Each line: narrative standard—imply asset/situation type or market; do not paste Case Studies or repeat Ideal lists verbatim.,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_not_ideal_for,Not Ideal for * One bullet per line (max 800). Guardrails only—do not repeat Deal Terms or footprint tables.,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_selected_asset_types,Supported Asset Types * Building / asset categories (matches Acceptable Building Types in Ideal Projects).,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_selected_situation_types,Supported Situation Types * Project stages / situations (matches Acceptable Project Stages in Ideal Projects).,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_selected_deal_structures,Supported Deal Structures * Agreement types (matches Acceptable Agreement Types in Ideal Projects).,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_fit_criteria_json,Operator fit criteria (JSON),Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_best_fit_project_types_json,Best-fit project types (JSON),Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_preferred_deal_profile_json,Preferred deal profile (JSON),Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_evaluation_path_json,Evaluation path (JSON),Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_red_flags_json,Potential red flags (JSON),Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_signal_dealsize,Best-Fit Deal Size * Typical portfolio or deal size band where you are strongest.,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_signal_transition,Transition Intensity Fit * How well you fit high-transition deals vs stable assets—pick the closest level.,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_signal_governance,Owner Governance Requirement * Short phrase: governance intensity you pair well with (e.g. High Compatibility).,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,bf_signal_capital,Capital Plan Complexity Fit * How well you fit complex capital plans—level or range phrase.,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealProjectTypes,Acceptable Project Types Recommended. Actively pursue—see multi-select rule above.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealBuildingTypes,Acceptable Building Types Recommended. Actively pursue.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealAgreementTypes,Acceptable Agreement Types Recommended. Actively pursue.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,projectStage,Acceptable Project Stages Select all that apply,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealRoomCountMin,idealRoomCountMin,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealRoomCountMax,idealRoomCountMax,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealProjectSizeMin,idealProjectSizeMin,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealProjectSizeMax,idealProjectSizeMax,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,minLeadTimeMonths,minLeadTimeMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,preferredOwnerType,preferredOwnerType,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,coBrandingAllowed,coBrandingAllowed,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,brandedResidencesAllowed,brandedResidencesAllowed,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,mixedUseAllowed,mixedUseAllowed,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,priorityMarkets,Priority markets Recommended. Markets you prioritize for new work.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,marketsToAvoid,Markets to avoid Optional — leave empty if none,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,priorityMarketsOther,priorityMarketsOther,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,marketsToAvoidOther,marketsToAvoidOther,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,marketExpansionComfort,marketExpansionComfort,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,marketExpansionRampTimeMonths,marketExpansionRampTimeMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,milestoneOperatorSelectionMinMonths,milestoneOperatorSelectionMinMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,milestoneConstructionStartMinMonths,milestoneConstructionStartMinMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,milestoneSoftOpeningMinMonths,milestoneSoftOpeningMinMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,milestoneGrandOpeningMinMonths,milestoneGrandOpeningMinMonths,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,dateFlexibility,dateFlexibility,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,brandStatus,Brand Status Scenarios You Will Consider Recommended. Scenarios you actively seek.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,pipRepositioningDetails,pipRepositioningDetails,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,ownerHotelExperience,ownerHotelExperience,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,ownerInvolvementLevel,Acceptable Owner Involvement Levels Recommended. Involvement bands you accept.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,ownerNonNegotiableTypes,Owner Non-Negotiables (Types) Select all that apply,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,ownerNonNegotiableOther,ownerNonNegotiableOther,Keep,"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark.","Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,ownerNonNegotiables,ownerNonNegotiables,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,feeExpectationVsMarket,Acceptable Fee Expectations vs Market Recommended. Fee posture you accept—detail lives in Deal Terms.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,capexSupport,capexSupport,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,exitHorizon,Acceptable Exit Horizon Recommended. Horizons you accept.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,capitalStatus,Acceptable Capital Status at Engagement Recommended. Capital situations you take.,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,knownRedFlags,knownRedFlags,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,esgExpectations,esgExpectations,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Best Fit & Preferences,idealProjectsAdditionalNotes,idealProjectsAdditionalNotes,Review,(empty),"Select deal types Arbor pursues in CALA (Mexico resort/leisure, urban gateway, conversion, third-party management). Use Not Measured / N/A on signals until you have a defensible benchmark."
Deal Terms,minInitialTermQty,minInitialTermQty,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,minInitialTermLength,minInitialTermLength,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,minInitialTermDuration,minInitialTermDuration,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalOptionQty,renewalOptionQty,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalOptionLength,renewalOptionLength,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalOptionDuration,renewalOptionDuration,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalNoticeQty,renewalNoticeQty,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalNoticeDuration,renewalNoticeDuration,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalStructure,renewalStructure,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalNoticeResponsibility,renewalNoticeResponsibility,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,renewalConditions,renewalConditions,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,performanceTestRequirement,performanceTestRequirement,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,performanceMetricsUsed,Select all that apply,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,performanceMetricsOther,performanceMetricsOther,Keep,"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders.","Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,curePeriodQty,curePeriodQty,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,curePeriodDuration,curePeriodDuration,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,qaComplianceRequirement,qaComplianceRequirement,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,pipAtRenewal,pipAtRenewal,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,pipForConversions,pipForConversions,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,mgmtFeeMin,mgmtFeeMin,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,mgmtFeeMax,mgmtFeeMax,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,mgmtFeeBasis,mgmtFeeBasis,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,mgmtFeeNotes,mgmtFeeNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveFeeMin,incentiveFeeMin,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveFeeMax,incentiveFeeMax,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveFeeBasis,incentiveFeeBasis,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveFeeNotes,incentiveFeeNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveExcessMin,incentiveExcessMin,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveExcessMax,incentiveExcessMax,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveExcessBasis,incentiveExcessBasis,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,incentiveExcessNotes,incentiveExcessNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,baseFeeEscalation,baseFeeEscalation,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,baseFeeEscalationHow,baseFeeEscalationHow,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,feeMinimumFloor,feeMinimumFloor,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,feeMinimumFloorMin,feeMinimumFloorMin,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,feeMinimumFloorMax,feeMinimumFloorMax,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,feeMinimumFloorBasis,feeMinimumFloorBasis,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,preOpeningFees,Pre-Opening / Ramp-Up Fees Charge separate pre-opening or ramp-up fees?,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,preOpeningFeesNotes,preOpeningFeesNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,centralServiceAllocations,centralServiceAllocations,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,centralServiceAllocationsNotes,centralServiceAllocationsNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,ownerEarlyTerminationRights,ownerEarlyTerminationRights,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,ownerEarlyTerminationNotes,ownerEarlyTerminationNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,terminationFeeStructure,terminationFeeStructure,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,terminationFeeStructureNotes,terminationFeeStructureNotes,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,performanceTerminationRights,performanceTerminationRights,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,keyMoneyCoInvestment,keyMoneyCoInvestment,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,ownerFundedReserves,ownerFundedReserves,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
Deal Terms,capReimbursableExpenses,capReimbursableExpenses,Review,(empty),"Complete only with Legal: fee schedules, central charges, performance tests, and renewal terms are deal-specific—use data room, not placeholders."
