operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,minLeadTimeMonths,Operator Setup - Commercial Fit & Terms,minLeadTimeMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,preferredOwnerType,Operator Setup - Commercial Fit & Terms,preferredOwnerType,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,Private equity / fund,Private equity / fund,Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,coBrandingAllowed,Operator Setup - Commercial Fit & Terms,coBrandingAllowed,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,Case-by-case,Case-by-case,Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,brandedResidencesAllowed,Operator Setup - Commercial Fit & Terms,brandedResidencesAllowed,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,Case-by-case,Case-by-case,Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,mixedUseAllowed,Operator Setup - Commercial Fit & Terms,mixedUseAllowed,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,priorityMarkets,Operator Setup - Commercial Fit & Terms,priorityMarkets,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,Latin America (Broad),Latin America (Broad),Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,marketsToAvoid,Operator Setup - Commercial Fit & Terms,marketsToAvoid,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,priorityMarketsOther,Operator Setup - Commercial Fit & Terms,priorityMarketsOther,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,marketsToAvoidOther,Operator Setup - Commercial Fit & Terms,marketsToAvoidOther,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,marketExpansionComfort,Operator Setup - Commercial Fit & Terms,marketExpansionComfort,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,High,High,Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,marketExpansionRampTimeMonths,Operator Setup - Profile & Positioning,marketExpansionRampTimeMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,milestoneOperatorSelectionMinMonths,Operator Setup - Commercial Fit & Terms,milestoneOperatorSelectionMinMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,milestoneConstructionStartMinMonths,Operator Setup - Commercial Fit & Terms,milestoneConstructionStartMinMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,milestoneSoftOpeningMinMonths,Operator Setup - Commercial Fit & Terms,milestoneSoftOpeningMinMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,milestoneGrandOpeningMinMonths,Operator Setup - Commercial Fit & Terms,milestoneGrandOpeningMinMonths,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,dateFlexibility,Operator Setup - Commercial Fit & Terms,dateFlexibility,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,brandStatus,Operator Setup - Commercial Fit & Terms,brandStatus,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,pipRepositioningDetails,Operator Setup - Commercial Fit & Terms,pipRepositioningDetails,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,ownerHotelExperience,Operator Setup - Commercial Fit & Terms,ownerHotelExperience,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"First-time hotel owner, Some prior hotel experience, Seasoned hotel investor, Established hotel operating company","First-time hotel owner, Some prior hotel experience, Seasoned hotel investor, Established hotel operating company",Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,ownerInvolvementLevel,Operator Setup - Commercial Fit & Terms,ownerInvolvementLevel,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Silent investor, High-level oversight only, Hands-on in operations","Silent investor, High-level oversight only, Hands-on in operations",Keep,Best Fit & Preferences,no,Static Form Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,ownerNonNegotiableTypes,Operator Setup - Commercial Fit & Terms,ownerNonNegotiableTypes,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,ownerNonNegotiableOther,Operator Setup - Commercial Fit & Terms,ownerNonNegotiableOther,text,,No,—,My Operator intake (Best Fit & Preferences); UI + new-base writer (+ Explorer when consumer).,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,ownerNonNegotiables,Operator Setup - Commercial Fit & Terms,ownerNonNegotiables,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,feeExpectationVsMarket,Operator Setup - Commercial Fit & Terms,feeExpectationVsMarket,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,capexSupport,Operator Setup - Commercial Fit & Terms,capexSupport,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,exitHorizon,Operator Setup - Commercial Fit & Terms,exitHorizon,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,capitalStatus,Operator Setup - Profile & Positioning,capitalStatus,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,knownRedFlags,Operator Setup - Commercial Fit & Terms,knownRedFlags,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,esgExpectations,Operator Setup - Commercial Fit & Terms,esgExpectations,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Best Fit & Preferences,idealProjectsAdditionalNotes,Operator Setup - Commercial Fit & Terms,idealProjectsAdditionalNotes,text,,No,—,My Operator intake (Best Fit & Preferences); Phase Setup UI + B2 writer mapping.,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",,Review,Best Fit & Preferences,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,minInitialTermQty,Operator Setup - Commercial Fit & Terms,minInitialTermQty,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,minInitialTermLength,Operator Setup - Commercial Fit & Terms,minInitialTermLength,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,minInitialTermDuration,Operator Setup - Commercial Fit & Terms,minInitialTermDuration,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalOptionQty,Operator Setup - Commercial Fit & Terms,renewalOptionQty,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalOptionLength,Operator Setup - Commercial Fit & Terms,renewalOptionLength,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalOptionDuration,Operator Setup - Commercial Fit & Terms,renewalOptionDuration,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalNoticeQty,Operator Setup - Commercial Fit & Terms,renewalNoticeQty,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalNoticeDuration,Operator Setup - Commercial Fit & Terms,renewalNoticeDuration,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalStructure,Operator Setup - Commercial Fit & Terms,renewalStructure,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalNoticeResponsibility,Operator Setup - Commercial Fit & Terms,renewalNoticeResponsibility,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,renewalConditions,Operator Setup - Commercial Fit & Terms,renewalConditions,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,performanceTestRequirement,Operator Setup - Commercial Fit & Terms,performanceTestRequirement,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,performanceMetricsUsed,Operator Setup - Commercial Fit & Terms,performanceMetricsUsed,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,performanceMetricsOther,Operator Setup - Commercial Fit & Terms,performanceMetricsOther,text,,No,—,My Operator intake (Deal Terms); UI + new-base writer (+ Explorer when consumer).,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,curePeriodQty,Operator Setup - Commercial Fit & Terms,curePeriodQty,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,curePeriodDuration,Operator Setup - Commercial Fit & Terms,curePeriodDuration,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,qaComplianceRequirement,Operator Setup - Commercial Fit & Terms,qaComplianceRequirement,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,pipAtRenewal,Operator Setup - Commercial Fit & Terms,pipAtRenewal,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,pipForConversions,Operator Setup - Commercial Fit & Terms,pipForConversions,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,mgmtFeeMin,Operator Setup - Commercial Fit & Terms,mgmtFeeMin,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,mgmtFeeMax,Operator Setup - Commercial Fit & Terms,mgmtFeeMax,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,mgmtFeeBasis,Operator Setup - Commercial Fit & Terms,mgmtFeeBasis,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,mgmtFeeNotes,Operator Setup - Commercial Fit & Terms,mgmtFeeNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveFeeMin,Operator Setup - Commercial Fit & Terms,incentiveFeeMin,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveFeeMax,Operator Setup - Commercial Fit & Terms,incentiveFeeMax,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveFeeBasis,Operator Setup - Commercial Fit & Terms,incentiveFeeBasis,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveFeeNotes,Operator Setup - Commercial Fit & Terms,incentiveFeeNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveExcessMin,Operator Setup - Commercial Fit & Terms,incentiveExcessMin,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveExcessMax,Operator Setup - Commercial Fit & Terms,incentiveExcessMax,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveExcessBasis,Operator Setup - Commercial Fit & Terms,incentiveExcessBasis,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,incentiveExcessNotes,Operator Setup - Commercial Fit & Terms,incentiveExcessNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
