airtable_table,airtable_field_name,airtable_field_type,canonical_key,compatibility_alias_keys,my_operator_section,ui_label,frontend_input_key,payload_key,writer_mapping,readback_prefill_key,displayed_in_operator_explorer,used_in_alignment_snapshot,used_in_alignment_score_breakdown,used_in_capability_snapshot,system_derived,legacy_compatibility_only,currently_missing_from_form,recommended_form_treatment,priority
Operator Setup - Platform & Markets,geo_apac_pipeline_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_apac_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_apac_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_existing_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_existing_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_pipeline_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_pipeline_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_cala_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_existing_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_existing_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_pipeline_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_pipeline_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_eu_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_existing_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_existing_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_pipeline_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_pipeline_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_mea_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_existing_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_existing_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_pipeline_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_pipeline_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_na_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_total_existing_hotels,singleLineText,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,geo_total_existing_rooms,singleLineText,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,geo_total_pipeline_hotels,singleLineText,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,geo_total_pipeline_rooms,singleLineText,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,geo_total_total_hotels,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,geo_total_total_rooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,locationTypeInterstate,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,locationTypeSmallMetro,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,locationTypeSuburban,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,locationTypeTotal,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,locationTypeUrban,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryAvgStaff,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,luxuryExistingProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryExistingRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryPipelineProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryPipelineRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,luxuryRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,Market Presence Type,multipleSelects,marketPresenceType,,,,marketPresenceType,marketPresenceType,Operator Setup - Platform & Markets.Market Presence Type <= marketPresenceType,marketPresenceType,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Deferred/capture later,P2 later cleanup
Operator Setup - Platform & Markets,marketDepthOptIn,checkbox,marketDepthOptIn,,,,marketDepthOptIn,marketDepthOptIn,Operator Setup - Platform & Markets.marketDepthOptIn <= marketDepthOptIn,marketDepthOptIn,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,midscaleAvgStaff,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,midscaleExistingProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,midscaleExistingRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,midscalePipelineProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,midscalePipelineRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,midscaleProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,midscaleRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,mkt_market_fit_signals_json,multilineText,mkt_market_fit_signals_json,,Markets & Footprint / Market Fit Signals,mkt_market_fit_signals_json,mkt_market_fit_signals_json,mkt_market_fit_signals_json,Operator Setup - Platform & Markets.mkt_market_fit_signals_json <= mkt_market_fit_signals_json,mkt_market_fit_signals_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,mkt_narrative_depth,multilineText,mkt_narrative_depth,,,,mkt_narrative_depth,mkt_narrative_depth,Operator Setup - Platform & Markets.mkt_narrative_depth <= mkt_narrative_depth,mkt_narrative_depth,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,mkt_regional_expertise_json,multilineText,mkt_regional_expertise_json,,Markets & Footprint / Local / Regional Expertise,mkt_regional_expertise_json,mkt_regional_expertise_json,mkt_regional_expertise_json,Operator Setup - Platform & Markets.mkt_regional_expertise_json <= mkt_regional_expertise_json,mkt_regional_expertise_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,mkt_signal_gateway,singleLineText,mkt_signal_gateway,,Markets & Footprint / Markets & Footprint (KPI snapshot),mkt_signal_gateway,mkt_signal_gateway,mkt_signal_gateway,Operator Setup - Platform & Markets.mkt_signal_gateway <= mkt_signal_gateway,mkt_signal_gateway,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,mkt_signal_mix,singleLineText,mkt_signal_mix,,Markets & Footprint / Markets & Footprint (KPI snapshot),mkt_signal_mix,mkt_signal_mix,mkt_signal_mix,Operator Setup - Platform & Markets.mkt_signal_mix <= mkt_signal_mix,mkt_signal_mix,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,mkt_signal_years,singleLineText,mkt_signal_years,,Markets & Footprint / Markets & Footprint (KPI snapshot),mkt_signal_years,mkt_signal_years,mkt_signal_years,Operator Setup - Platform & Markets.mkt_signal_years <= mkt_signal_years,mkt_signal_years,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,newBuildExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,numberOfMarkets,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,op_commercial_engine_json,multilineText,op_commercial_engine_json,,Operating Platform / Commercial Engine (pillar tiles),op_commercial_engine_json,op_commercial_engine_json,op_commercial_engine_json,Operator Setup - Platform & Markets.op_commercial_engine_json <= op_commercial_engine_json,op_commercial_engine_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,op_conversion_repositioning_json,multilineText,op_conversion_repositioning_json,,Operating Platform / Conversion & Repositioning,op_conversion_repositioning_json,op_conversion_repositioning_json,op_conversion_repositioning_json,Operator Setup - Platform & Markets.op_conversion_repositioning_json <= op_conversion_repositioning_json,op_conversion_repositioning_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,op_fb_lifestyle_resort_json,multilineText,op_fb_lifestyle_resort_json,,"Operating Platform / F&B, Lifestyle & Resort Capability",op_fb_lifestyle_resort_json,op_fb_lifestyle_resort_json,op_fb_lifestyle_resort_json,Operator Setup - Platform & Markets.op_fb_lifestyle_resort_json <= op_fb_lifestyle_resort_json,op_fb_lifestyle_resort_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,op_owner_reporting_json,multilineText,op_owner_reporting_json,,Operating Platform / Owner Reporting & Communication,op_owner_reporting_json,op_owner_reporting_json,op_owner_reporting_json,Operator Setup - Platform & Markets.op_owner_reporting_json <= op_owner_reporting_json,op_owner_reporting_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,op_preopening_transition_json,multilineText,op_preopening_transition_json,,Operating Platform / Pre-Opening & Transition Support,op_preopening_transition_json,op_preopening_transition_json,op_preopening_transition_json,Operator Setup - Platform & Markets.op_preopening_transition_json <= op_preopening_transition_json,op_preopening_transition_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Platform & Markets,Operator,multipleRecordLinks,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Hidden/system-only,Do not expose
Operator Setup - Platform & Markets,preOpeningExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,preOpeningRampLeadTimeMonths,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,renovationExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,specificMarkets,multilineText,regions,"regionsSupported, Regions Supported",,,regions,regions,Operator Setup - Platform & Markets.specificMarkets <= regions,regions,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,stabilizedExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,totalProperties,singleLineText,totalProperties,,,,totalProperties,totalProperties,Operator Setup - Platform & Markets.totalProperties <= totalProperties,totalProperties,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,totalRooms,singleLineText,totalRooms,,,,totalRooms,totalRooms,Operator Setup - Platform & Markets.totalRooms <= totalRooms,totalRooms,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Platform & Markets,transitionExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,turnaroundExperience,number,,,,,,,Yes,,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,upperMidscaleAvgStaff,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,upperMidscaleExistingProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperMidscaleExistingRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperMidscalePipelineProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperMidscalePipelineRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperMidscaleProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperMidscaleRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscaleAvgStaff,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,upperUpscaleExistingProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscaleExistingRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscalePipelineProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscalePipelineRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscaleProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upperUpscaleRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscaleAvgStaff,number,,,,,,,Yes,,Yes,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Platform & Markets,upscaleExistingProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscaleExistingRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscalePipelineProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscalePipelineRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscaleProperties,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Platform & Markets,upscaleRooms,singleLineText,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,additionalBrands,multilineText,,,,,,,Yes,,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,Yes,Business review,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,additionalExperience,multipleSelects,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,Brand Families Operated,multipleSelects,brandFamiliesOperated,,,,brandFamiliesOperated,brandFamiliesOperated,Operator Setup - Profile & Positioning.Brand Families Operated <= brandFamiliesOperated,brandFamiliesOperated,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Deferred/capture later,P2 later cleanup
Operator Setup - Profile & Positioning,brand_conversion_project_count,singleLineText,brand_conversion_project_count,,,,brand_conversion_project_count,brand_conversion_project_count,Operator Setup - Profile & Positioning.brand_conversion_project_count <= brand_conversion_project_count,brand_conversion_project_count,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_execution_capabilities_json,multilineText,brand_execution_capabilities_json,,Brand & Relationships / Brand Execution Capabilities,brand_execution_capabilities_json,brand_execution_capabilities_json,brand_execution_capabilities_json,Operator Setup - Profile & Positioning.brand_execution_capabilities_json <= brand_execution_capabilities_json,brand_execution_capabilities_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Profile & Positioning,brand_governance_compliance_json,multilineText,brand_governance_compliance_json,,Brand & Relationships / Brand Governance & Compliance Support,brand_governance_compliance_json,brand_governance_compliance_json,brand_governance_compliance_json,Operator Setup - Profile & Positioning.brand_governance_compliance_json <= brand_governance_compliance_json,brand_governance_compliance_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Profile & Positioning,brand_narrative_compliance,multilineText,brand_narrative_compliance,,,,brand_narrative_compliance,brand_narrative_compliance,Operator Setup - Profile & Positioning.brand_narrative_compliance <= brand_narrative_compliance,brand_narrative_compliance,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_narrative_relationship,multilineText,brand_narrative_relationship,,,,brand_narrative_relationship,brand_narrative_relationship,Operator Setup - Profile & Positioning.brand_narrative_relationship <= brand_narrative_relationship,brand_narrative_relationship,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_portfolio_mix_json,multilineText,brand_portfolio_mix_json,,Brand & Relationships / Brand & Relationship Snapshot (KPIs),brand_portfolio_mix_json,brand_portfolio_mix_json,brand_portfolio_mix_json,Operator Setup - Profile & Positioning.brand_portfolio_mix_json <= brand_portfolio_mix_json,brand_portfolio_mix_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Profile & Positioning,brand_relationship_depth_json,multilineText,brand_relationship_depth_json,,Brand & Relationships / Brand & Relationship Snapshot (KPIs),brand_relationship_depth_json,brand_relationship_depth_json,brand_relationship_depth_json,Operator Setup - Profile & Positioning.brand_relationship_depth_json <= brand_relationship_depth_json,brand_relationship_depth_json,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,Yes,No,Legacy compatibility only,Do not expose
Operator Setup - Profile & Positioning,brand_signal_audit,singleSelect,brand_signal_audit,,,,brand_signal_audit,brand_signal_audit,Operator Setup - Profile & Positioning.brand_signal_audit <= brand_signal_audit,brand_signal_audit,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_signal_franchise_align,singleSelect,brand_signal_franchise_align,,,,brand_signal_franchise_align,brand_signal_franchise_align,Operator Setup - Profile & Positioning.brand_signal_franchise_align <= brand_signal_franchise_align,brand_signal_franchise_align,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_signal_reflag,singleSelect,brand_signal_reflag,,Brand & Relationships / Brand & Relationship Snapshot (KPIs),brand_signal_reflag,brand_signal_reflag,brand_signal_reflag,Operator Setup - Profile & Positioning.brand_signal_reflag <= brand_signal_reflag,brand_signal_reflag,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_signal_soft_retention,singleSelect,brand_signal_soft_retention,,,,brand_signal_soft_retention,brand_signal_soft_retention,Operator Setup - Profile & Positioning.brand_signal_soft_retention <= brand_signal_soft_retention,brand_signal_soft_retention,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brand_soft_independent_narrative,multilineText,brand_soft_independent_narrative,,,,brand_soft_independent_narrative,brand_soft_independent_narrative,Operator Setup - Profile & Positioning.brand_soft_independent_narrative <= brand_soft_independent_narrative,brand_soft_independent_narrative,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,brandedVsIndependentMix,singleLineText,brandedVsIndependentMix,,Brand & Relationships / Brand & Relationship Snapshot (KPIs),brandedVsIndependentMix,brandedVsIndependentMix,brandedVsIndependentMix,Operator Setup - Profile & Positioning.brandedVsIndependentMix <= brandedVsIndependentMix,brandedVsIndependentMix,Yes,No/Unclear,Yes,No/Unclear,No,No,Yes,Editable input,P0 required for Operator Setup completeness
Operator Setup - Profile & Positioning,brands,multipleRecordLinks,brands,,,,brands,brands,Operator Setup - Profile & Positioning.brands <= brands,brands,Yes,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
Operator Setup - Profile & Positioning,businessContinuity,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,capitalStatus,multipleSelects,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,carbonTracking,singleSelect,,,,,,,Yes,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No,No,Yes,Business review,P2 later cleanup
Operator Setup - Profile & Positioning,chainScalesSupported,multipleSelects,chainScalesSupported,"Chain Scales Supported, chainScale, chainScales",,,chainScalesSupported,chainScalesSupported,Operator Setup - Profile & Positioning.chainScalesSupported <= chainScalesSupported,chainScalesSupported,No/Unclear,No/Unclear,Yes,No/Unclear,No,No,No,Editable input,P2 later cleanup
