Airtable Table,Airtable Field,Airtable Field Type,Live Options,Operator Setup UI Tab,Operator Setup Form Field Name,OAS Injected?,New-Base Writer Mapped?,Legacy Writer Mapped?,Child Table / JSON Payload?,Operator Explorer Section / Tab,Displayed in Operator Explorer?,Explorer Display Source,Used by OAS?,Used by Operator Strategy?,System / Derived / Admin-only?,Coverage Status,Risk Level,Recommended Action
Operator Setup - Commercial Fit & Terms,incentiveFeeMax,number,,10. Deal Terms,incentiveFeeMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveExcessMin,number,,10. Deal Terms,incentiveExcessMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveExcessMax,number,,10. Deal Terms,incentiveExcessMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMin,number,,10. Deal Terms,feeMinimumFloorMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMax,number,,10. Deal Terms,feeMinimumFloorMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerFundedReserves,number,,10. Deal Terms,ownerFundedReserves,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",company_name,singleLineText,,0. Company Profile,companyName,No,No,Yes,No,A. Profile Snapshot | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),No,Yes,No,Legacy Only,High,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_reporting,number,,6. Infrastructure & Data,infra_kpi_reporting,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Operator,multipleRecordLinks,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,Yes — System / link,System Field,Low,No operator UI — system/link/metadata
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_revenue,number,,6. Infrastructure & Data,infra_kpi_revenue,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_exec,singleLineText,,6. Infrastructure & Data,infra_kpi_exec,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_tools,number,,6. Infrastructure & Data,infra_kpi_tools,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_asset_management_reporting,multilineText,,6. Infrastructure & Data,infra_asset_management_reporting,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_systems_technology,multilineText,,6. Infrastructure & Data,infra_systems_technology,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",systems_inventory_lines,multilineText,,6. Infrastructure & Data,systems_inventory_lines,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_signal_uptime,singleSelect,Not Measured / N/A | 99.99%+ | 99.9%+ | 99.5–99.89% | 99.0–99.49% | 98.0–98.9% | Below 98% | Varies by system,6. Infrastructure & Data,infra_signal_uptime,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_signal_incident,singleSelect,Not Measured / N/A | <15 min | <30 min | <1 hour | <2 hours | <4 hours | <24 hours | Tiered / Varies,6. Infrastructure & Data,infra_signal_incident,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_signal_adoption,singleSelect,Not Measured / N/A | 95%+ | 90–94% | 85–89% | 80–84% | 70–79% | Below 70%,6. Infrastructure & Data,infra_signal_adoption,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",infra_signal_refresh,singleSelect,Not Measured / N/A | Real-time | Hourly | Daily | Daily + Weekly | Weekly | Monthly | Varies,6. Infrastructure & Data,infra_signal_refresh,No,Yes,No,No,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial,Legacy Explorer tab: Infrastructure & Data,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",primaryPMS,singleLineText,,6. Infrastructure & Data,primaryPMS,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",revenueManagementSystem,singleLineText,,6. Infrastructure & Data,revenueManagementSystem,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",accountingSystem,singleLineText,,6. Infrastructure & Data,accountingSystem,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",guestCommunication,singleLineText,,6. Infrastructure & Data,guestCommunication,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",mobileCheckin,singleSelect,,6. Infrastructure & Data,mobileCheckin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",ownerPortal,singleSelect,,6. Infrastructure & Data,ownerPortal,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",analyticsPlatform,singleLineText,,6. Infrastructure & Data,analyticsPlatform,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",apiIntegrations,multilineText,,6. Infrastructure & Data,apiIntegrations,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",serviceDifferentiators,multilineText,,6. Infrastructure & Data,serviceDifferentiators,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
"Operator Setup - Governance, Delivery & Diligence",risk_programs_narrative,multilineText,,7. Risk & Compliance,risk_programs_narrative,No,Yes,No,No,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG",Partial,"Legacy Explorer tab: Risk, Compliance & ESG",No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",risk_signal_audit,singleSelect,Not Measured / N/A | Below 85% | 85–89% | 90–94% | 95%+ | 99%+,7. Risk & Compliance,risk_signal_audit,No,Yes,No,No,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG",Partial,"Legacy Explorer tab: Risk, Compliance & ESG",No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",risk_signal_bcp,singleSelect,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Every 2+ Years | Ad hoc / event-driven,7. Risk & Compliance,risk_signal_bcp,No,Yes,No,No,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG",Partial,"Legacy Explorer tab: Risk, Compliance & ESG",No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",risk_signal_control,singleSelect,Not Measured / N/A | 95%+ closed on time | 90–94% closed on time | 80–89% closed on time | 70–79% closed on time | Below 70%,7. Risk & Compliance,risk_signal_control,No,Yes,No,No,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG",Partial,"Legacy Explorer tab: Risk, Compliance & ESG",No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",risk_signal_insurance,singleSelect,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Biennial | As needed / event-driven,7. Risk & Compliance,risk_signal_insurance,No,Yes,No,No,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG",Partial,"Legacy Explorer tab: Risk, Compliance & ESG",No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",totalEmployees,number,,8. Leadership & Team,totalEmployees,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",avgExperience,number,,8. Leadership & Team,avgExperience,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",regionalTeams,number,,8. Leadership & Team,regionalTeams,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",mkt_signal_fte,singleLineText,,8. Leadership & Team,mkt_signal_fte,No,Yes,No,No,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Partial,Legacy Explorer tab: Markets & Footprint,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",certifications,multilineText,,8. Leadership & Team,certifications,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_model,multilineText,,8. Leadership & Team,lead_narrative_model,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_resilience,multilineText,,8. Leadership & Team,lead_narrative_resilience,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_functional,multilineText,,8. Leadership & Team,lead_narrative_functional,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_regional,multilineText,,8. Leadership & Team,lead_narrative_regional,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_functions_selected,multipleSelects,Operations | Commercial & Revenue | Finance | People & Culture | Development & Growth | Legal & Compliance | Technology & Data | Asset Management | Brand & Marketing | Risk & Internal Controls,8. Leadership & Team,lead_functions_selected,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_kpi_functions,singleLineText,,,lead_kpi_functions,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_signal_tenure,singleLineText,,8. Leadership & Team,lead_signal_tenure,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_signal_crossbrand,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,8. Leadership & Team,lead_signal_crossbrand,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_signal_succession,singleLineText,,8. Leadership & Team,lead_signal_succession,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",lead_signal_density,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,8. Leadership & Team,lead_signal_density,No,Yes,No,No,Legacy tab: Leadership | Tab: Leadership,Partial,Legacy Explorer tab: Leadership,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",tr_signal_revpar,singleSelect,Negative or Flat | Low Single-Digit (+1–5%) | Mid Single-Digit (+6–10%) | Low Double-Digit (+11–15%) | Mid Double-Digit (+16–25%) | High Double-Digit (26%+) | Wide Dispersion Across Portfolio,11. Proof & Track Record,tr_signal_revpar,No,Yes,No,No,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial,Legacy Explorer tab: Proof & Track Record,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",tr_signal_occ,singleSelect,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18–24 Months | 24+ Months | Varies Widely by Asset / Situation,11. Proof & Track Record,tr_signal_occ,No,Yes,No,No,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial,Legacy Explorer tab: Proof & Track Record,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",tr_signal_adr,singleSelect,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18+ Months,11. Proof & Track Record,tr_signal_adr,No,Yes,No,No,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial,Legacy Explorer tab: Proof & Track Record,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",tr_signal_repeat,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,11. Proof & Track Record,tr_signal_repeat,No,Yes,No,No,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial,Legacy Explorer tab: Proof & Track Record,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",diligenceQaOptIn,checkbox,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Needs Decision,Medium,Product decision before UI/writer mapping
"Operator Setup - Governance, Delivery & Diligence",contactName,singleLineText,,12. Diligence,contactName,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",contactEmail,singleLineText,,12. Diligence,contactEmail,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",contactPhone,singleLineText,,12. Diligence,contactPhone,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",preferredContactMethod,singleSelect,,12. Diligence,preferredContactMethod,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
"Operator Setup - Governance, Delivery & Diligence",diligenceDocumentLinks,multilineText,,12. Diligence,diligenceDocumentLinks,No,Yes,No,No,—,No,Not an Explorer consumer field,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Support,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Procurement Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",HR Training Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Development Services,multipleSelects,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Procurement Services Other,singleLineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",HR Training Services Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Technology Services Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
"Operator Setup - Governance, Delivery & Diligence",Development Services Other,multilineText,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Schema Only,Medium,Confirm intentional or deprecate
Operator Setup - Platform & Markets,Active Countries,multipleSelects,Mexico | Dominican Republic | Costa Rica | Panama | Colombia | Peru | Chile | Argentina | Brazil | Jamaica | Puerto Rico | Curaçao | Trinidad & Tobago | Turks & Caicos | United States | Spain | Other,4. Markets & Footprint,activeCountries,No,Yes,No,No,B. Market Presence | Tab: Markets & Footprint | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Platform & Markets,Active Markets / Cities,multipleSelects,Cancún | Mexico City | Monterrey | Guadalajara | Riviera Maya | Punta Cana | Santo Domingo | San Juan | Panama City | Bogotá | Medellín | Lima | Santiago | Buenos Aires | São Paulo | Rio de Janeiro | San José | Montevideo | Other,4. Markets & Footprint,activeMarkets,No,Yes,No,No,B. Market Presence | Tab: Markets & Footprint | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Platform & Markets,Market Presence Type,multipleSelects,Active operations | Prior experience | Pipeline / signed project | Target market | No known presence | Unknown,4. Markets & Footprint,marketPresenceType,No,Yes,No,No,B. Market Presence | Tab: Markets & Footprint | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Profile & Positioning,Service Models Supported,multipleSelects,Limited-service | Select-service | Focused-service | Full-service | Lifestyle | Boutique | Resort | All-inclusive | Extended stay | Branded residential / mixed-use | Other,4. Markets & Footprint,serviceModelsSupported,No,Yes,No,No,C. Operating Profile | Tab: C. Operating Profile | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,Management Structures Supported,multipleSelects,Full third-party management | Brand-managed | Franchise support | Commercial-only support | Pre-opening / transition support | Asset management support | Hybrid / project-specific | Other,4. Markets & Footprint,managementStructuresSupported,No,Yes,No,No,C. Operating Profile | Tab: C. Operating Profile | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Offered Services,multipleSelects,Full hotel management | Pre-opening planning | Opening / transition support | Revenue management | Sales | Distribution / channel management | Digital marketing | Accounting / finance | HR / staffing | Procurement | F&B operations | Brand compliance support | Owner reporting | Asset management support | Technical services coordination | Other,4. Markets & Footprint,offeredServices,No,Yes,No,No,D. Services & Platform | Tab: D. Services & Platform | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,New-Build Opening Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,4. Markets & Footprint,newBuildOpeningExperience,No,Yes,No,No,E. Opening / Transition Support | Tab: E. Opening / Transition Support | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,Pre-Opening Support Capability,singleSelect,Advanced | Standard | Limited | None documented | Unknown,4. Markets & Footprint,preOpeningSupportCapability,No,Yes,No,No,E. Opening / Transition Support | Tab: E. Opening / Transition Support | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Owner Reporting Level,singleSelect,Basic owner reporting | Monthly operating review | Institutional reporting | Lender / investor-grade reporting | Custom / project-specific | Unknown,5. Owner Value & Engagement,ownerReportingLevel,No,Yes,No,No,F. Owner Reporting & Governance | Tab: Owner Engagement & Reporting | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Master,Data Confidence Level,singleSelect,Verified | Operator-provided | Public-source | Inferred | Incomplete,0. Company Profile,dataConfidenceLevel,No,Yes,No,No,A. Profile Snapshot | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,Yes,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Master,Source Type,multipleSelects,Operator-provided | Internal research | Public website | Brand / owner conversation | Prior project knowledge | Imported sample data | Unknown,0. Company Profile,sourceType,No,Yes,No,No,F. Owner Reporting & Governance | Tab: F. Owner Reporting & Governance | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,Yes — Admin / ops metadata,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Master,Last Updated Date,date,,0. Company Profile,lastUpdatedDate,Yes,Yes,No,No,A. Profile Snapshot | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,Yes — Admin / ops metadata,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Profile & Positioning,Brand Families Operated,multipleSelects,Marriott | Hilton | Hyatt | IHG | Choice | Wyndham | Accor | Sonesta | Radisson / Choice | Independent | Soft brands / collections | Other,,brandFamiliesOperated,No,Yes,No,No,G. Brand / Portfolio Experience | Tab: G. Brand / Portfolio Experience | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,Conversion / Reflag Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,4. Markets & Footprint,conversionReflagExperience,No,Yes,No,No,E. Opening / Transition Support | Tab: E. Opening / Transition Support | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Profile & Positioning,Soft Brand / Lifestyle Experience,singleSelect,Strong | Moderate | Limited | None documented | Unknown,,softBrandLifestyleExperience,No,Yes,No,No,G. Brand / Portfolio Experience | Tab: G. Brand / Portfolio Experience | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",F&B Capability Level,singleSelect,None / rooms-only | Limited F&B | Moderate F&B | Significant F&B | Lifestyle / experiential F&B | Unknown,4. Markets & Footprint,fbCapabilityLevel,No,Yes,No,No,D. Services & Platform | Tab: D. Services & Platform | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Capability,singleSelect,Property-level only | Centralized support | Advanced centralized platform | Third-party partner | None documented | Unknown,4. Markets & Footprint,revenueManagementCapability,No,Yes,No,No,D. Services & Platform | Tab: D. Services & Platform | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
"Operator Setup - Governance, Delivery & Diligence",Sales Platform,multipleSelects,Local sales | Regional sales | Global sales support | Group sales | Digital / e-commerce | None documented | Unknown,4. Markets & Footprint,salesPlatform,No,Yes,No,No,D. Services & Platform | Tab: D. Services & Platform | H. Alignment Context (dealId),Yes,Live (Phase D rail + prefill),Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
