airtable_table_name,airtable_table_id,airtable_field_name,airtable_field_id,airtable_field_type,select_options,read_by_code_current,written_by_code_current,appears_in_ui_current,appears_in_snapshot_current,appears_in_scoring_current,classification,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_signal_crossbrand,fldeZj4F2YzgzgeLQ,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_signal_succession,fldRMYYQe0wx7UD3F,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_signal_density,fldBTqhHWpGZ3MasX,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,tr_signal_revpar,fldC7liavSqBj7LWt,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,tr_signal_occ,fldVSSqlEbk0lmHBc,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,tr_signal_adr,fldgTVgxkuuTKevHf,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,tr_signal_repeat,fldSlLsue76LMc1WF,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,diligenceQaOptIn,fldhmRGF6OG7xbLSm,checkbox,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,contactName,fldzbZsh71xD9ZZkY,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,contactEmail,fldYvWNXdTgeiUZXO,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,contactPhone,fldQuFuIFJeQydb5K,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,preferredContactMethod,fldomhWXv1SJYz8JJ,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,diligenceDocumentLinks,fldvhChi2LnrUNzJY,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Revenue Management Services,fldTw86dJjVZoZJa7,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Sales Marketing Support,fld1cBBv9LRhLTclB,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Accounting Reporting,fld2mP7yEjvGNG3ZV,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Procurement Services,fldHNOfij1ABgEee0,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,HR Training Services,fldN3CeHnPzX6W54h,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Design Renovation Support,fldA5uHgkhRvnVXdf,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Development Services,fldWl3Ll5tXL7C6To,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Revenue Management Other,fldp7Tbb6TfDBiwl3,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Sales Marketing Other,fld71n0g4u4qb8F8P,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Accounting Reporting Other,fldoO5DjTVu8oTUPj,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Procurement Services Other,fldJlAlDSFQTmcRFw,singleLineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,HR Training Services Other,fldS6rysIW2t9GLv8,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Technology Services Other,fldA5xsSNA6q2X6o2,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Design Renovation Support Other,fldrQRQdcf2PelLIo,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Development Services Other,fldJ0aFfGgtEt39q1,multilineText,,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Offered Services,fldkRGJP3mDO2lfEL,multipleSelects,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Owner Reporting Level,fldKAlb4EbTndnmcH,singleSelect,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,F&B Capability Level,fldDHB90QHGNYJst3,singleSelect,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Revenue Management Capability,fldljIg3agy4m5s9e,singleSelect,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Sales Platform,fld66siBEADNR7G6A,multipleSelects,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Governance Cadence,fldJzxRNFQiw9kM6s,singleSelect,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_technology_stack_json,fldglcKW3LlaFQKRg,multilineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_services_offered_json,fldIgiiLdfI5HijkX,multilineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_data_domains_json,fldvUvhJI1HFexNiw,multilineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_data_governance_json,fldNfVof5EEB63ayb,multilineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_analytics_support_json,fld8gjR33cHdXpGRX,multilineText,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_technology_maturity_level,flddfAIJFvpuzQC9I,singleSelect,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,operator_materials_json,fldL6BWnjphdAvO8a,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,operator_materials_gallery_json,fldbhdVU2UCmbDujp,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,company_name,fldXR3WUIytvQsEOv,singleLineText,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_card_discipline,fld7zZHA6v9LXI4ps,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,Operator,fldRQJeLoATx4lJRT,multipleRecordLinks,,Yes,Yes/Partial,Yes,Yes/Partial,Yes/Partial,System/link/derived,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_card_commercial,fld4YWM8NbQIMPhcQ,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_card_communication,fldPYYt9FAlPcadwq,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_card_flexibility,fldOQoZLj4gO6sFN7,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_card_risk,fldk7D8JIOrscN8oz,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_cluster_interaction,fldRm7pD7kdWiThRP,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ov_cluster_deliverables,fldS3p5YovAXUH80F,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerEngagementNarrative,fld3jhXbhzaZktxOQ,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,portfolioMetricsAsOf,fldvLPotohdy6dQfv,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,portfolioValue,fld8KEuZVSmlVbMrE,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,annualRevenueManaged,fldW3UPvxELNf7sby,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,avgContractTerm,fldPN95hkEn02DxiF,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,feeStructure,fldhszxKBEYiv9IqF,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,reportingFrequency,fld40X4wBCLXOFaUa,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,reportTypes,fld9RnxtBW3tZnmou,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,budgetProcess,fldRTSuuFux9lLRpL,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,capexPlanning,fldZs9SXRrWYbcidN,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,capexTolerance,fldR4EDz82j6fqZhL,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,performanceReviews,fldntyaldRuki2oNp,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,communicationStyle,fld562TydWqzryiWb,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerInvolvement,fldurScUZhcuH2sHd,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,operatingCollaborationMode,fldcLnxBOJXzv3ML9,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerResponseTime,fldva0asbG1rkIlt7,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,decisionMaking,fldIGNSv5KOyafJKo,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,disputeResolution,fldZt9FfXNRkOl0Pb,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,concernResolutionTime,fldH7IiS7JuYMMxOX,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerAdvisoryBoard,fld8jhWZ2UJDmTQ5P,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerEducation,fldrqCXpVtKNiKZcl,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,industryRecognition,fldxUk9UtbAhAvBQy,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,lenderReferences,fld1aGvSHQP5V90Sk,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,majorLenders,fldurmoKxgm1IlkJO,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,specializations,fldrPJbsRFrXiQqM7,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,ownerPortalFeatures,fld88n4Pz4okKdY0b,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,additionalNotes,fldVX99gLFVmjq7TE,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_operating_situations,fldqKrNn7mtHCTaVG,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_not_ideal_for,fldFh35rq54Sp7HeG,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_selected_asset_types,fldqdaUpyLc7XznQG,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_q_assets,fldZ94buGFtrvzCHj,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_selected_situation_types,fldBtTh5pKEgQHk0y,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Commercial Fit & Terms,tblkWAQHmTZRQGZES,bf_q_situations,fldefPMz8VCEikWp3,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
